Name,Position,Company,Education,Location,Connections,Profile Link
Divya Bansal,CEO,daurindia,"IIMT COLLEGE OF ENGINEERING, GREATER NOIDA","New Delhi, Delhi, India",500+,https://www.linkedin.com/in/divya-bansal-10a33b15b/
Bhupendra Khanal,CEO,Himalayan Natives,National Institute of Technology Durgapur,"Bengaluru Area, India",500+,https://www.linkedin.com/in/khanalbhupendra/
Baskar Rengaiyan,CEO,Siddhan Intelligence,"Indian Institute of Management, Bangalore","Chennai, Tamil Nadu, India",500+,https://www.linkedin.com/in/baskar-rengaiyan-b3900a24/
Jekit Parekh,CEO,Spot Technologies,,"Ahmedabad, Gujarat, India",500+,https://www.linkedin.com/in/jekit-parekh/
Raj Sekhar,CEO,Global Leadership Partners,St. Xavier's College,"Bengaluru Area, India",500+,https://www.linkedin.com/in/rsekhar/
Mohan Thilak,CEO,Claritaz TechLabs,Madurai Kamaraj University,"Chennai, Tamil Nadu, India",500+,https://www.linkedin.com/in/mohanthilak/
Hemant Kaul,CEO,Marangoni GRP Private Ltd.,University of Leeds,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/hemant-kaul-a3344b8/
Jignesh Bodarya,CEO,withalsolution,UKA TARSADIA UNIVERSITY,"Surat, Gujarat, India",500+,https://www.linkedin.com/in/jignesh-bodarya-845612112/
Shubham Kapoor,CEO,NorthBrick,Bharati Vidyapeeth,"Gautam Buddha Nagar, Uttar Pradesh, India",500+,https://www.linkedin.com/in/shubham-kapoor-9580829/
"Eirfan Siddiqui, Head - Talent Acquisition (Founder Signity Group.) / Co-Founder / CEO Signity. Insta- Ceo_signity",CEO,Signity Corporate Solution Pvt Ltd,Axis Institute of Planning & Management,"New Delhi, Delhi, India",500+,https://www.linkedin.com/in/eirfan-siddiqui-head-talent-acquisition-co-founder-ceo-signity-insta-ceo-signity-48176b80/
Prabhash P.,CEO,THE LAZY COMPANY,Trinity Institute of Technology,"Ahmedabad, Gujarat, India",500+,https://www.linkedin.com/in/prabhashpc/
Asheesh A.,CEO,E86,,"Gurgaon, Haryana, India",500+,https://www.linkedin.com/in/asheesh-chaturvedi-07566b19/
Arbind Koul,CEO,Hydro Magus Pvt. Ltd.,"National Institute of Technology, Srinagar, India",India,500+,https://www.linkedin.com/in/arbind-koul-b336561b/
Dennis Dominic,CEO,Dream Wizardz,IIS DAMMAM,"Ernakulam, Kerala, India",500+,https://www.linkedin.com/in/dennis-dominic-42a42125/
mahendra pathak,CEO,jobhouse,ABV-Indian Institute of Information Technology and Management,"Jaipur, Rajasthan, India",500+,https://www.linkedin.com/in/mahendra-pathak-65646b16/
RAMANENI YADAGIRI,CEO,M/s. SRIDHAR INFOSOFT SOLUTIONS,"Osmania University, India.","Hyderabad, Telangana, India",500+,https://www.linkedin.com/in/ramaneni-yadagiri-aa602547/
Unny Radhakrishnan,CEO,Digitas India,The Takshashila Institution,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/unnyr/
Rajesh Sharma,CEO,GoHashInclude,University of Rajasthan,"Jaipur, Rajasthan, India",500+,https://www.linkedin.com/in/rajesh-sharma/
TANUJA KATHERIA,CEO,BN staffing services private limited,Lloyd institute of mgt & tech.,"Ghaziabad, Uttar Pradesh, India",500+,https://www.linkedin.com/in/tanuja-katheria-91093384/
Sidhant Dua,CEO,MCube Capital Advisors Private Limited,The Institute of Chartered Accountants of India,"Gurgaon, Haryana, India",500+,https://www.linkedin.com/in/sidhant-dua-5a98603/
Tanweer Alam,CEO,EbbStone Consulting,Jamia Millia Islamia,"South Delhi, Delhi, India",500+,https://www.linkedin.com/in/tanweeralam/
Aali attar,CEO,Nextep India,BVB Collage of Engineering,"South Goa, Goa, India",500+,https://www.linkedin.com/in/aali-attar-04853230/
Puneet Arora,CEO,AdVolt,Telecom Management,"Central Delhi, Delhi, India",500+,https://www.linkedin.com/in/puneet-arora-973a314/
Manishaa Soin,CEO,CanceRX,NIFT,"Gurgaon, Haryana, India",500+,https://www.linkedin.com/in/manishaa-soin-b8860589/
Vishal Prajapati,CEO,M Telento,,India,500+,https://www.linkedin.com/in/vishal-prajapati-b2242214b/
kamalakannan dhandapani,CEO,RAKIYA Information Technology Solution,Periyar University,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/kamalakannan-dhandapani-b861027/
Arijit Das,CEO,SoftLogique IT Solutions Pvt. Ltd.,All India Management Association (AIMA),"Kolkata, West Bengal, India",500+,https://www.linkedin.com/in/arijit-das-173356166/
Dr. Siddhartha Pandey,CEO,HRD India,Professional Doctotrate In Managment,"Kolkata, West Bengal, India",500+,https://www.linkedin.com/in/dr-siddhartha-pandey-b9096a9/
Dharmender Dabral,CEO,Shuttl,,"Gurgaon, Haryana, India",500+,https://www.linkedin.com/in/dharmender-dabral-3a6a132/
Prateek Srivastava,CEO,Couture.ai,Birla Institute of Technology and Science,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/prateek2012/
Rathish Ramachandran,CEO,Zewia Software Solutions Pvt Ltd,"College of Applied Science IHRD, Kuttikanam, Peerumedu, - 685 531","Kottayam, Kerala, India",500+,https://www.linkedin.com/in/rathish-ramachandran-05a06715b/
Shikha Taman,CEO,SynergyWorks Solutions LLP,Lovely professional University,"Chandigarh, Chandigarh, India",500+,https://www.linkedin.com/in/shikha-taman-72533b16/
The Smartech Group,CEO,Smartech Digital,"UNITED COLLEGE OF ENGINEERING AND RESEARCH, GREATER NOIDA","South Delhi, Delhi, India",500+,https://www.linkedin.com/in/the-smartech-group-96814616b/
Shiva Kumar HS,CEO,NxtSkills,,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/shiva-kumar-hs-566a85b/
Mhanukkannan Ekambaram,CEO,Truman Impex Private Limited,,"Chennai, Tamil Nadu, India",500+,https://www.linkedin.com/in/mhanukkannan-ekambaram-b9217a175/
MD Amir Hasib,CEO,Vertex Info Solution,American University (Georgia),"Chandigarh, Chandigarh, India",500+,https://www.linkedin.com/in/webplanetietspvtltd/
Jacob Baby,CEO,Nesote Technologies (P) Limited,Mahatma Gandhi University,India,500+,https://www.linkedin.com/in/jacbc/
Karan Singh,CEO,Code Creative India,Uttar Pradesh Technical University,"Lucknow, Uttar Pradesh, India",500+,https://www.linkedin.com/in/karansinghsrinet/
Rahul Jadhav,CEO,Orbis Research,Symbiosis Institute of Foreign & Indian Languages,"Pune, Maharashtra, India",500+,https://www.linkedin.com/in/rahul-jadhav-7a08b216/
Mahesh Srinivas,CEO,"BHAVANI STEELS AND TUBES LTD.,",Vivekananda College,"Bengaluru, Karnataka, India",500+,https://www.linkedin.com/in/mahesh-srinivas-529117168/
Naveen Sachdev,CEO,evirtualoutsourcing.com,NATIONAL INSTITUTE,"Mumbai, Maharashtra, India",500+,https://www.linkedin.com/in/naveen-sachdev-9b3652b6/
Neel Rai,CEO,RSPN INFRATECH PVT LTD,,India,500+,https://www.linkedin.com/in/neel-rai-92536621/
Pushpa R,CEO,Vault Cash Shipping and Minerals,,"Visakhapatnam, Andhra Pradesh, India",500+,https://www.linkedin.com/in/pushpa-r-8ba80167/
SMNEYAZ ALAM,CEO,Best Digital Marketing Agency India,Indira Gandhi National Open University,"South Delhi, Delhi, India",500+,https://www.linkedin.com/in/smneyaz-alam-572648180/
Raj B,CEO,Machine Minds Technologies,Gujarat University,"Vadodara, Gujarat, India",351,https://www.linkedin.com/in/raj-b-894b24197/
Parth Patel,CEO,Digital TechnoLabs,Gujarat University,"Ahmedabad, Gujarat, India",500+,https://www.linkedin.com/in/parthpateit/
Akhil Sabu Varughese,CEO,Edith Industries,Amal Jyothi College of Engineering,"Pathanamthitta, Kerala, India",500+,https://www.linkedin.com/in/akhil-sabu-varughese-9043b375/
Rick Zen,CEO,Uruk Co Ltd,,Japan,500+,https://www.linkedin.com/in/rick-zen-815a7619/
Hiroki Takagi,CEO,Domuz inc,Waseda University,Japan,275,https://www.linkedin.com/in/hirokitkg/
Daiki Koyama,CEO,Steins Inc.,Temple University,"Within 23 wards, Tokyo, Japan",206,https://www.linkedin.com/in/daiki-koyama-b9060576/
Miho ETO,CEO,Snapmart Inc.,University of South Florida - College of Business Administration,Japan,500+,https://www.linkedin.com/in/etomiho/
Koji Ando,CEO,Rakuten, / Doshisha University,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/koji-ando-77497263/
Hiroki Tachiiri,CEO,gogo LLC,The Australian National University,Japan,500+,https://www.linkedin.com/in/hirokitachiiri/
Fenfang Jia Keng,CEO,Hindustan Petroleum Corporation Limited,University of California San Diego - School of Extended Studies and Public Programs,Japan,500+,https://www.linkedin.com/in/fenfang-jia-keng-1258bb84/
Takahisa Takahara,CEO,UNICHARM CORPORATION,,Japan,500+,https://www.linkedin.com/in/takahisa-takahara-80364491/
"Toshiaki Nakagawa, Ph.D.",CEO,"Kyowa Perfumery Co., Ltd.",Gifu University,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/toshiaki-nakagawa-ph-d-40b52a14/
Takuya Kitagawa,Chief data officer & managing executive officer,Rakuten,Harvard University,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/takuya-kitagawa-2b366117/
Shintaro Yamada,CEO,"Mercari, Inc. ()",Waseda University,"Within 23 wards, Tokyo, Japan",,https://www.linkedin.com/in/suadd/
Mashahiro Shibusawa,CEO,Shibusawa and company Inc,,Japan,500+,https://www.linkedin.com/in/mashahiro-shibusawa-205a07171/
jiro kosaka,CEO,ClinCloud Ltd.,,"Saitama, Japan",154,https://www.linkedin.com/in/jiro-kosaka-82769859/
Jerry David Chan,CEO,TAAL Distributed Information Technologies,University of Waterloo,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/jerry-david-chan-7186962/
Hiroshi Kawano,CEO,Resolve&Capital Co.,Kyoto University,Japan,136,https://www.linkedin.com/in/hiroshi-kawano-43b79a30/
Mickey Mikitani,CEO,Rakuten,Harvard Business School,"Within 23 wards, Tokyo, Japan",,https://www.linkedin.com/in/mikitani/
Terje Marthinussen,Managing Executive Officer and Group CTO,Rakuten,UiT- The Arctic University of Norway,Japan,500+,https://www.linkedin.com/in/terje-marthinussen-8002311/
Malcolm Mehta,CEO,CAC Holdings Corporation,Kumamoto Gakuen University,"Within 23 wards, Tokyo, Japan",381,https://www.linkedin.com/in/malcolm-mehta-094346a/
Takashina Ryo,CEO,"vLab, Inc.",Tokyo University of Science,Japan,500+,https://www.linkedin.com/in/takashina-ryo-45b199149/
Masahito Namiki,CEO,Interbrand Japan,HEC Paris,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/masahito-namiki-61a4ab2/
Ferreira Christophe,CEO,shinobi,,"Saitama, Japan",176,https://www.linkedin.com/in/ferreira-christophe-76a9555/
Hiroki Kamobayashi,CEO,CFlat,Kyoto University,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/hiroki-kamobayashi-187a7a18b/
Masanori Kusunoki,Chief Technology Officer,Tokyo Metropolitan Government,Kanagawa University,"Within 23 wards, Tokyo, Japan",,https://www.linkedin.com/in/masanork/
MOTOYUKI IDE,CEO,"Kyushu Gokoro Co.,Ltd",Kansai Gaidai University,"Fukuoka, Japan",306,https://www.linkedin.com/in/motoyuki-ide-a58379b1/
Ken Shibata,CEO,UPBOND,McGill University - Desautels Faculty of Management,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/sivaquen/
Takuya Wakiyama,Co-Founder/Chief Operating Officer/Executive Vice President/Chief Do Whatever It Takes for My Startup to Succeed Officer,"Fermat, Inc.",,"Within 23 wards, Tokyo, Japan",209,https://www.linkedin.com/in/takuya-wakiyama-534535b4/
Nobu Kishi,CEO,Share Pro,IMD Business School,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/nobu-kishi-0363191/
Akira Morikawa,CEO,C Channel Cororation,Aoyama Gakuin University,"Within 23 wards, Tokyo, Japan",,https://www.linkedin.com/in/akiramorikawa/
Araki Katsufumi,CEO,"CYBERNET MBSE CO.,LTD",,Japan,50,https://www.linkedin.com/in/araki-katsufumi-38784a122/
Piotr Feliks Grzywacz,CEO,Pronoia Group,Henley Business School,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/piotrfeliksgrzywacz/
Yuki Tanaka,CEO,Study Valley,,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/yuki-tanaka-160b0270/
Peter Lee,CEO,"LCCIG Co., Ltd.",UCFV,"Tokyo, Japan",500+,https://www.linkedin.com/in/peter-lee-39a17b1/
Tomoko I.,CEO,"OMRON VENTURES CO., LTD.",University of Pennsylvania - The Wharton School,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/tomoko-i-12624213/
John Kojiro Moriwaka,CEO,iU (I University),Harvard Business School,Japan,500+,https://www.linkedin.com/in/john-kojiro-moriwaka-431a334a/
Brian Birtles,CEO,"Birchill, Inc.",University of Technology Sydney,"Within 23 wards, Tokyo, Japan",396,https://www.linkedin.com/in/brianbirtles/
Seiji Yasubuchi,CEO,"Axa Life Insurance Co., Ltd.",Harvard Business School,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/seijiyasubuchi/
Taketo Kokubo,CEO,"Insight Edge, Inc.",,Japan,168,https://www.linkedin.com/in/taketo-kokubo-37373432/
Edmond Courtroul,CEO,TenTen Ltd.,Southern Methodist University Dedman School of Law,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/edmond-courtroul-405a8733/
floriane tripolino,CEO,Publicis Groupe,CELSA - PARIS IV SORBONNE,Japan,500+,https://www.linkedin.com/in/floriane-tripolino-73418418/
Hiroko Morinaga,CEO,PAPER PLANE Inc. Executive Search and Consulting,Waseda University,Japan,500+,https://www.linkedin.com/in/hiroko-morinaga-a9a4769b/
Lorena Dellagiovanna,Group Chief D&I Officer,Hitachi,,Japan,500+,https://www.linkedin.com/in/lorena-dellagiovanna-3963a69/
Hiroyuki Soma,CEO,Growing up Inc.,AICHI INSTITUTE OF TECHNOLOGY,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/hiroyuki-soma-6b218350/
Yusuke Kobayashi,Rakuten - Co-Company Chief Data Officer,Rakuten,Waseda University,"Chiba, Japan",500+,https://www.linkedin.com/in/yusuke-kobayashi-9567a176/
Mitsuhiro Suzuki,CEO,WRAINER Inc.,"Waseda University, Japan",Japan,500+,https://www.linkedin.com/in/mitsuhiro-suzuki-9b9661148/
Seichu MASATADA KOBAYASHI,Co-Founder and Chief People Officer,Rakuten,Harvard Business School,Japan,500+,https://www.linkedin.com/in/seichu-masatada-kobayashi-622a3153/
Roland Biegler,Chief Content Officer and Global Content Consultant,Elastic YK/adidas Japan,,Japan,500+,https://www.linkedin.com/in/rolandbiegler/
Kevin Riendeau,CEO,Anextere,McGill University,Greater Tokyo Area,500+,https://www.linkedin.com/in/kevin-riendeau-5519741/
Masafumi Asakura,CEO,"Final Aim, Inc.",,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/masafumi-asakura-3494a929/
Taiyo Kasamatsu,"Executive Officer , Investment Strategies office","BEENOS Inc. (formerly netprice.com, Ltd.)",Ritsumeikan Asia Pacific University,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/taiyo-kasamatsu-7a27a939/
???,Co.TWDW,"&Co., Ltd.",Tama Art University,"Within 23 wards, Tokyo, Japan",,https://www.linkedin.com/in/yoktak/
Kazushige Kanai,CEO,"Gotohsho co., ltd.",ESSEC Business School,"Kobe, Hyogo, Japan",111,https://www.linkedin.com/in/kazushige-kanai-2640841b/
Norihito Yamamoto,Cabinet Secretariat - Executive Adviser for Chief Information Officer,"Japan Digital Design, Inc.", / The University of Tokyo,Japan,500+,https://www.linkedin.com/in/norihitoyamamoto/
Koji (Duke) Sone,CarrerIndex Inc. - Head,CarrerIndex Inc.,Keio University,"Within 23 wards, Tokyo, Japan",343,https://www.linkedin.com/in/kojisone/
Kaz Terada,CEO,"A2O,Inc.",Waseda University,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/kaztrd/
Paula Sugawara,CEO,Lee Hecht Harrison,University of Nottingham,"Tokyo, Japan",500+,https://www.linkedin.com/in/paula-sugawara-8542b7/
Dmitry Trufanov,CEO,"Argentum Bullet Consulting, Ltd.",Kyushu University,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/dmitrytrufanov/
Mihoko Maruko,Executive Assistant to CEO,"Microsoft Japan Co., Ltd.",,Japan,500+,https://www.linkedin.com/in/mihoko-maruko-aa930782/
Mohd Naguib Razak,CEO,MyCreative Ventures Sdn. Bhd.,University of Leeds,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/mohd-naguib-razak-75503318/
Haruhisa (Isa) Saito,CEO,"AnyWhere, Inc.",,"Tokyo, Japan",500+,https://www.linkedin.com/in/isasaito/
Jose M. Torres,Senior Product Owner and Digital Experience Manager,Conexion Asia Pacifico,Grenoble Ecole de Management,"Nagano, Japan",500+,https://www.linkedin.com/in/jmtorresr/
William Bohn,CEO,Digital Will,Sophia University,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/willbohn/
Steven Graham,CEO,Nippon Gateway Consulting,IMD Business School,"Within 23 wards, Tokyo, Japan",299,https://www.linkedin.com/in/totsu-zen/
Yoko Saito,CEO,Career4Me,,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/yoko-saito-55330551/
Teruaki YAMADA,CEO,MeeCap,Doshisha University,"Within 23 wards, Tokyo, Japan",44,https://www.linkedin.com/in/teruakiyamada/
Carl Everett,CEO,Capital Services Group - Tokyo,Pepperdine University,Japan,318,https://www.linkedin.com/in/carl-everett-a8010612/
Toru Miyagi,CEO,UPSIDER Inc.,The University of Tokyo,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/toru-miyagi-0a2127152/
Kyoko Otawa,CEO,"Latona, Inc.",Tokyo Woman's Christian University,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/kyoko-otawa-93098357/
Xiangli Wang(),CEO,"Deep Language Co., Ltd. ()",Niigata University (),"Within 23 wards, Tokyo, Japan",134,https://www.linkedin.com/in/xiangli-wang-%E7%8E%8B%E5%90%91%E8%8E%89-89185136/
John Moorefield,"Director, Executive Vice President, Chief Transformation Officer","Aflac Life Insurance Japan, Ltd.",North Carolina State University,Japan,500+,https://www.linkedin.com/in/john-moorefield-178454/
Hirohiko Tajima,CEO,"Shakeit.,GK", / Nihon University,Japan,500+,https://www.linkedin.com/in/hirohiko-tajima-a3458310/
Hirozumi S.,CEO,Apollo Inc.,,"Within 23 wards, Tokyo, Japan",154,https://www.linkedin.com/in/hirozumi-s-981baa100/
Samura Reijiro,"Chief Investment Officer / Alternative Investment Capital, Ltd.",Alternative Investment Capital Limited,Osaka University,"Yokohama, Kanagawa, Japan",500+,https://www.linkedin.com/in/samura-reijiro-36177212/
Keiya MASUNO,CEO,TOOT LTD.,The University of Tokyo,"Within 23 wards, Tokyo, Japan",308,https://www.linkedin.com/in/keiya-masuno-21922685/
Tetsuro Miyatake,Chief Operating Officer,Appledore,Babson College,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/tetsuro-miyatake/
Andy Bruce,CEO,The Chilean Chamber of Commerce in Japan,Assumption University,"Within 23 wards, Tokyo, Japan",265,https://www.linkedin.com/in/andy-bruce-7a06289a/
Yuya Komatsu,CEO,CAVIN Inc.,University of California San Diego,"Fukuoka, Japan",56,https://www.linkedin.com/in/yuya-komatsu-15b446171/
Kayoko Tsuchiya,CEO,Seekers Base,,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/kayokotsuchiya/
hideaki uchitomi,CEO,"Exela Co.,Ltd.",Weatherhead School of Management at Case Western Reserve University,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/hideaki-uchitomi-5609b8143/
Masahiro Itaba,CEO,Cloud Company Inc.,Kyoto University,"Within 23 wards, Tokyo, Japan",195,https://www.linkedin.com/in/masahiro-itaba-ba743740/
Fumiaki Koizumi,"Mercari, Inc. - Executive Director, President",Kashima Antlers FC,Waseda University,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/fumiaki/
Satoru Tsunemachi,CEO,"Warpspace, inc.",,"Ibaraki, Japan",500+,https://www.linkedin.com/in/satoru-tsunemachi-16766541/
John Sherry,CEO,miteigi,,"Hiroshima, Japan",500+,https://www.linkedin.com/in/john-sherry-2bb9666/
Satoshi ISHII,Chief Nothing Officer,Dymaxio Inc.,Graduate School Waseda University,"Within 23 wards, Tokyo, Japan",500+,https://www.linkedin.com/in/satoshikayishii/
